District,Municipality,Parish,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Number of Classic Buildings,Classic buildings with 1 or 2 accommodations,Classic buildings with 3 or more accommodations,Exclusively residential buildings,Buildings with 1 or 2 floors,Buildings with 3 or more floors,Buildings constructed before 1945,Buildings constructed between 1946 and 1980,Buildings constructed between 1981 and 2000,Buildings constructed between 2001 and 2010,Buildings constructed between 2011 and 2021,Buildings needing repairs,Total number of accommodations,Number of family accommodations,Classic family accommodations for habitual residence,Classic family accommodations vacant or for secondary residence,Habitual family accommodations accessible to wheelchairs,Habitual family accommodations with parking,Habitual family accommodations owned by occupants,Habitual family accommodations that are rented,Private household groups,Private household groups with 1 or 2 people,Private household groups with 3 or more people,Number of family units,Family units with children,Total number of individuals,Male individuals,Female individuals,Individuals aged between 0 and 14 years,Individuals aged between 15 and 24 years,Individuals aged between 25 and 64 years,Individuals aged 65 years or more,geom_Length,geom_Area
Coimbra,Miranda do Corvo,Lamas,609,60901,60901001,1,32,132,6090100132,3,3,0,3,2,1,0,0,2,1,0,0,3,3,2,1,1,2,2,0,2,2,0,1,0,3,2,1,0,0,3,0,2694.186801,256933.7577
Coimbra,Miranda do Corvo,Vila Nova,609,60902,60902002,2,3,203,6090200203,8,8,0,8,6,2,1,3,3,1,0,2,8,8,4,4,2,4,4,0,4,2,2,3,2,11,3,8,2,2,4,3,6924.129309,1045717.232
Coimbra,Miranda do Corvo,Vila Nova,609,60905,60905001,1,17,117,6090500117,23,23,0,23,23,0,0,8,6,9,0,22,23,23,10,13,5,5,9,0,10,8,2,8,2,21,12,9,0,3,6,12,3371.11834,408654.0663
Coimbra,Miranda do Corvo,Lamas,609,60901,60901001,1,4,104,6090100104,19,19,0,19,19,0,3,5,7,3,1,9,19,19,12,7,5,5,12,0,12,9,3,8,1,24,10,14,2,0,11,11,3193.767852,397459.838
Coimbra,Miranda do Corvo,Lamas,609,60901,60901001,1,5,105,6090100105,18,18,0,18,17,1,8,2,7,1,0,3,19,19,15,4,9,11,12,0,15,11,4,7,4,27,15,12,0,5,13,9,1665.744957,132911.7248
Coimbra,Penacova,Oliveira do Mondego e Travanca do Mondego,613,61313,61313001,1,40,140,6131300140,2,2,0,2,2,0,0,0,2,0,0,0,2,2,2,0,2,2,2,0,2,2,0,1,0,3,2,1,0,0,1,2,9550.936025,2437723.369
Coimbra,Miranda do Corvo,Miranda do Corvo,609,60902,60902002,2,4,204,6090200204,8,8,0,8,7,1,0,4,4,0,0,7,8,8,3,5,0,1,2,0,3,2,1,1,1,5,3,2,0,1,3,1,551.4263526,10284.2707
Coimbra,Penela,Podentes,609,60901,60901001,1,1,101,6090100101,14,14,0,14,13,1,0,4,7,3,0,6,14,14,13,1,1,11,12,0,13,8,5,11,3,34,16,18,2,2,16,14,2164.010307,176457.9314
Coimbra,Penela,Podentes,609,60901,60901001,1,6,106,6090100106,11,11,0,11,10,1,4,4,2,1,0,4,11,11,7,4,2,7,7,0,7,5,2,6,1,16,7,9,2,1,8,5,4730.584172,801598.3927
Coimbra,Miranda do Corvo,Lamas,609,60901,60901001,1,7,107,6090100107,13,13,0,13,13,0,4,6,3,0,0,5,13,13,8,5,2,6,7,0,8,6,2,5,2,17,3,14,1,3,8,5,1094.683231,56331.46293
Coimbra,Miranda do Corvo,Lamas,609,60901,60901001,1,29,129,6090100129,36,36,0,36,35,1,18,5,5,8,0,16,37,37,27,10,9,18,26,1,27,15,12,16,10,62,29,33,2,13,33,14,2856.333622,373581.9582
Coimbra,Miranda do Corvo,Lamas,609,60901,60901001,1,30,130,6090100130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848.483686,773403.1328
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,52,252,18080800252,3,3,0,3,2,1,0,2,1,0,0,1,3,3,1,2,1,1,1,0,1,1,0,1,0,2,1,1,0,0,2,0,6965.854945,1126928.087
Coimbra,Penacova,Figueira de Lorvão,613,61302,61302002,2,10,210,6130200210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5176.19438,531096.8835
Coimbra,Penacova,Penacova,613,61307,61307002,2,6,206,6130700206,19,19,0,19,9,10,6,8,5,0,0,7,19,19,6,13,0,4,6,0,6,5,1,6,1,14,8,6,1,0,6,7,601.3131973,15496.06483
Coimbra,Mortágua,Pala,1808,180808,180808002,2,51,251,18080800251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7511.858107,1820755.664
Coimbra,Mortágua,Pala,1808,180807,180807001,1,51,151,18080700151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11032.41355,2279710.244
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,64,264,18080800264,13,13,0,13,13,0,1,4,8,0,0,5,13,13,8,5,5,7,8,0,8,5,3,8,3,20,10,10,2,1,11,6,6849.798793,1449196.48
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,38,338,18081100338,4,4,0,4,4,0,0,1,3,0,0,0,4,4,3,1,3,3,3,0,3,1,2,2,0,7,3,4,0,0,7,0,3975.330265,321731.5882
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,39,339,18081100339,41,41,0,41,41,0,0,26,14,1,0,6,44,44,28,16,16,22,22,4,28,15,13,25,7,71,33,38,6,4,39,22,1744.883341,106653.257
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,1,201,18081100201,30,30,0,30,29,1,3,18,6,3,0,15,30,30,14,16,6,9,14,0,14,7,7,12,6,36,13,23,4,6,15,11,997.8011539,33323.77289
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,2,102,18081100102,8,8,0,8,8,0,0,7,1,0,0,4,8,8,3,5,0,1,3,0,3,3,0,1,0,4,1,3,0,0,1,3,1062.856226,38091.44086
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,3,103,18081100103,25,24,1,25,24,1,0,6,16,1,2,2,28,28,23,5,9,22,20,1,23,11,12,19,8,62,30,32,10,4,32,16,1299.05253,68921.76734
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180804,180804001,1,3,103,18080400103,4,4,0,4,4,0,1,2,1,0,0,0,4,4,3,1,2,3,2,1,3,3,0,1,0,4,2,2,0,0,2,2,1414.124196,43332.57355
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,46,446,18081100446,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6851.939677,1463731.77
Coimbra,Mortágua,Trezói,1808,180804,180804001,1,4,104,18080400104,9,9,0,9,9,0,0,5,3,0,1,2,10,10,5,5,4,5,4,0,5,3,2,4,1,12,4,8,2,0,3,7,3916.842236,436283.1802
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,4,104,18081100104,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,4353.090377,630381.7629
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,20,220,18081100220,9,9,0,9,6,3,0,1,3,5,0,3,9,9,7,2,2,5,6,1,7,4,3,4,3,20,9,11,2,3,13,2,733.7072811,32427.01071
Coimbra,Mortágua,Pala,1808,180807,180807001,1,38,138,18080700138,6,6,0,6,6,0,1,2,2,0,1,3,6,6,4,2,1,3,4,0,4,3,1,4,1,10,5,5,0,1,5,4,8460.741716,1892688.595
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,36,236,18080800236,13,13,0,13,10,3,0,3,3,5,2,0,13,13,10,3,4,10,10,0,10,3,7,9,6,29,18,11,4,4,18,3,2199.889005,233285.8666
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,37,237,18080800237,2,2,0,2,1,1,0,0,1,1,0,0,2,2,2,0,1,2,2,0,2,0,2,2,1,7,4,3,2,0,5,0,9072.024686,2386779.496
Coimbra,Mortágua,Pala,1808,180807,180807001,1,55,155,18080700155,12,12,0,12,11,1,3,5,2,1,1,3,12,12,9,3,4,8,8,0,9,4,5,10,4,30,17,13,6,0,18,6,7925.663743,1539200.461
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,18,118,18080400118,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3482.148792,461504.4038
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,17,117,18080400117,13,13,0,13,11,2,2,6,3,2,0,1,13,13,6,7,1,6,6,0,6,3,3,5,2,15,9,6,0,2,9,4,964.2981106,40199.0736
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,22,122,18081100122,18,18,0,18,18,0,1,7,9,1,0,11,18,18,10,8,3,7,10,0,10,6,4,11,6,32,15,17,4,3,19,6,693.1594114,19530.36412
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,21,221,18081100221,20,20,0,20,16,4,0,11,5,4,0,2,20,20,7,13,4,4,7,0,7,5,2,6,2,16,5,11,1,2,9,4,1703.430871,59871.39834
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,13,513,18081100513,11,11,0,11,9,2,0,7,4,0,0,0,14,14,11,3,3,7,8,2,11,8,3,8,3,25,11,14,4,2,7,12,319.8490816,5663.002415
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,31,331,18081100331,2,2,0,2,2,0,0,1,0,1,0,2,2,2,2,0,0,2,1,1,2,1,1,2,1,6,3,3,1,1,3,1,2673.289318,236624.001
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,32,332,18081100332,5,5,0,5,5,0,0,3,1,0,1,3,5,5,2,3,1,0,2,0,2,2,0,2,0,4,3,1,0,0,3,1,2235.31894,150922.5133
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,34,334,18081100334,48,48,0,48,40,8,0,24,17,5,2,6,51,51,35,16,9,31,26,9,35,24,11,20,6,80,47,33,5,10,36,29,1117.74442,61810.82909
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,43,443,18081100443,8,8,0,8,8,0,1,1,5,0,1,0,8,8,6,2,1,6,5,1,6,4,2,6,2,15,8,7,1,3,8,3,653.9268274,19077.15389
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,35,335,18081100335,28,27,1,28,28,0,1,11,16,0,0,11,31,31,21,10,4,16,15,5,21,14,7,16,6,46,20,26,4,5,21,16,1074.66219,19059.33164
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,36,336,18081100336,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148.843882,207818.8707
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,1,101,18081100101,12,12,0,12,12,0,0,6,4,1,1,5,12,12,4,8,2,3,4,0,4,2,2,4,1,11,7,4,1,1,7,2,619.750139,19414.09412
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,37,337,18081100337,11,11,0,11,11,0,0,8,1,1,1,4,12,12,7,5,2,5,6,1,7,5,2,3,1,18,9,9,3,0,8,7,2167.973552,168296.587
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,15,115,18080400115,16,16,0,16,15,1,0,13,3,0,0,3,16,16,11,5,1,8,8,1,11,7,4,8,4,24,10,14,4,1,10,9,1036.488454,26565.61688
Coimbra,Mortágua,Espinho,1808,180804,180804001,1,16,116,18080400116,11,11,0,11,11,0,0,5,4,2,0,0,11,11,7,4,1,5,7,0,7,5,2,6,3,15,7,8,4,0,7,4,946.3989307,21373.21487
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,16,516,18081100516,3,3,0,3,3,0,0,0,3,0,0,0,3,3,2,1,1,1,2,0,2,1,1,2,1,5,2,3,1,0,3,1,796.7875853,19760.29397
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,26,126,18081100126,13,13,0,13,11,2,1,8,3,1,0,4,13,13,10,3,3,8,10,0,10,6,4,9,2,24,11,13,3,0,11,10,1632.71803,112787.8466
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,27,127,18081100127,12,12,0,12,12,0,2,5,5,0,0,6,12,12,4,8,2,2,4,0,4,3,1,2,1,7,2,5,0,1,3,3,775.2376055,25651.92672
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,52,452,18081100452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076.980789,1397559.643
Coimbra,Mortágua,Trezói,1808,180809,180809001,1,39,139,18080900139,4,4,0,4,3,1,0,3,1,0,0,0,4,4,4,0,2,3,4,0,4,2,2,4,1,11,5,6,0,1,7,3,4143.203817,783612.7896
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,28,128,18081100128,16,16,0,16,14,2,1,7,3,5,0,7,16,16,9,7,2,8,9,0,9,7,2,5,2,16,9,7,0,2,5,9,1200.391774,79325.12361
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,17,517,18081100517,8,8,0,8,6,2,0,4,4,0,0,0,8,8,6,2,6,5,6,0,6,4,2,6,2,17,7,10,2,3,5,7,391.6409089,7855.340957
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,51,451,18081100451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11012.14466,3406353.166
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,14,514,18081100514,3,3,0,3,2,1,1,1,1,0,0,1,4,4,3,1,2,2,2,1,3,2,1,1,1,6,2,4,2,0,3,1,649.3660752,23355.19653
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,23,123,18081100123,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,5,2,3,1,0,3,1,5255.44564,530247.3326
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,24,124,18081100124,28,28,0,28,26,2,0,18,9,0,1,15,28,28,11,17,3,7,11,0,11,8,3,7,1,24,12,12,2,0,12,10,1735.115636,101756.1669
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,25,125,18081100125,12,12,0,12,12,0,0,6,4,2,0,5,12,12,7,5,2,4,7,0,7,5,2,7,1,19,7,12,1,1,6,11,632.0819439,11768.40543
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,18,518,18081100518,11,10,1,11,8,3,0,4,6,1,0,0,18,18,8,10,2,4,3,5,8,4,4,8,3,21,11,10,3,1,9,8,1319.560034,55635.37904
Coimbra,Mortágua,Pala,1808,180807,180807001,1,29,129,18080700129,8,8,0,8,7,1,1,4,3,0,0,4,8,8,5,3,4,4,5,0,5,4,1,4,1,10,5,5,0,1,6,3,4441.588184,773808.8125
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,34,234,18080800234,24,24,0,24,20,4,4,14,6,0,0,12,24,24,10,14,3,8,8,0,10,8,2,5,0,19,9,10,0,0,5,14,1753.057312,65246.56524
Coimbra,Santa Comba Dão,São Joaninho,1808,180808,180808002,2,35,235,18080800235,17,17,0,17,15,2,1,12,2,1,1,9,17,17,9,8,1,5,9,0,9,8,1,6,0,16,9,7,0,0,8,8,3535.553542,95246.52147
Coimbra,Mortágua,Pala,1808,180808,180808002,2,54,254,18080800254,11,11,0,11,10,1,0,6,4,1,0,5,11,11,8,3,2,7,8,0,8,5,3,7,2,20,9,11,1,1,10,8,5657.54098,1233757.355
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,55,255,18080800255,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,4,2,2,0,2,2,0,4811.393138,624547.4172
Coimbra,Mortágua,Sobral,1808,180808,180808002,2,53,253,18080800253,6,6,0,6,4,2,0,4,2,0,0,1,6,6,5,1,0,5,5,0,5,3,2,3,0,10,6,4,0,0,6,4,3521.278627,337461.9352
Coimbra,Penacova,Oliveira do Mondego e Travanca do Mondego,1808,180811,180811004,4,9,409,18081100409,72,34,38,72,72,0,0,0,0,72,0,0,148,148,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6488.712003,1813088.895
Coimbra,Penacova,Carvalho,1808,180809,180809001,1,7,107,18080900107,7,7,0,7,7,0,0,1,3,3,0,0,7,7,7,0,3,6,7,0,7,4,3,7,2,18,10,8,3,0,10,5,3451.786812,109191.9099
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,3,303,18081100303,9,9,0,9,9,0,0,2,4,2,1,2,10,10,9,1,4,8,9,0,9,8,1,7,0,17,10,7,0,0,13,4,416.4236219,7142.133554
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,27,327,18081100327,17,17,0,17,15,2,1,11,3,1,1,7,17,17,8,9,3,4,8,0,8,6,2,6,1,17,10,7,0,1,7,9,5296.637312,759885.3792
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,23,323,18081100323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5878.414845,755510.675
Coimbra,Mealhada,Luso,1808,180809,180809001,1,29,129,18080900129,5,5,0,5,4,1,0,4,0,1,0,1,5,5,2,3,0,1,2,0,2,1,1,1,0,4,3,1,0,0,3,1,3115.022213,476714.8791
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,25,325,18081100325,10,10,0,10,7,3,0,6,4,0,0,5,11,11,7,4,2,5,7,0,7,5,2,5,1,15,8,7,0,1,10,4,3194.788077,264876.3499
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811003,3,28,328,18081100328,13,13,0,13,13,0,0,0,7,1,5,1,13,13,10,3,6,9,10,0,10,7,3,9,3,25,12,13,4,1,19,1,755.2485579,27996.93073
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811004,4,50,450,18081100450,35,33,1,34,25,10,9,10,7,5,4,6,63,63,37,26,9,27,18,16,37,28,9,24,8,77,39,38,11,7,45,14,3486.858601,707107.4013
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811001,1,13,113,18081100113,15,15,0,15,15,0,0,3,6,5,1,1,15,15,9,6,7,9,9,0,9,4,5,9,5,24,13,11,4,2,11,7,1038.993568,59908.28208
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811002,2,15,215,18081100215,21,17,4,21,17,4,0,3,8,10,0,1,48,48,25,23,15,24,17,8,25,14,11,20,11,61,28,33,9,6,42,4,894.8604343,43718.39707
Coimbra,Mortágua,"Mortágua, Vale de Remígio, Cortegaça e Almaça",1808,180811,180811005,5,4,504,18081100504,9,8,1,9,3,6,0,2,6,1,0,0,13,13,9,4,4,7,6,2,9,2,7,10,7,30,15,15,9,3,14,4,625.2576282,16154.59462
Coimbra,Penacova,Friúmes e Paradela,613,61313,61313001,1,6,106,6131300106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3884.966051,625430.1819
Coimbra,Penacova,São Pedro de Alva e São Paio de Mondego,613,61314,61314002,2,18,218,6131400218,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5786.577796,1007600.303
Coimbra,Penacova,Oliveira do Mondego e Travanca do Mondego,613,61314,61314001,1,23,123,6131400123,19,19,0,19,18,1,2,3,9,5,0,7,20,20,9,11,5,4,6,1,9,5,4,6,4,21,11,10,6,0,10,5,1276.671007,60582.20907
Coimbra,Penacova,São Pedro de Alva e São Paio de Mondego,613,61314,61314001,1,24,124,6131400124,19,19,0,19,18,1,3,8,7,1,0,10,19,19,11,8,6,5,9,1,11,9,2,5,2,19,7,12,1,3,8,7,2837.949112,199508.3514
Coimbra,Penacova,Penacova,613,61307,61307002,2,39,239,6130700239,12,12,0,12,9,3,0,7,2,2,1,3,12,12,10,2,3,6,10,0,10,6,4,7,3,25,12,13,3,1,11,10,946.2393409,25524.59696
Coimbra,Penacova,São Pedro de Alva e São Paio de Mondego,613,61314,61314001,1,18,118,6131400118,10,10,0,10,9,1,3,2,4,1,0,4,10,10,7,3,5,6,7,0,7,4,3,5,3,16,8,8,3,1,6,6,3291.250821,404537.7174
Coimbra,Penacova,Oliveira do Mondego e Travanca do Mondego,613,61313,61313001,1,7,107,6131300107,5,5,0,5,3,2,0,1,3,1,0,3,5,5,3,2,2,3,3,0,3,1,2,2,1,10,5,5,1,1,6,2,2744.259089,361391.8263
Coimbra,Penacova,Oliveira do Mondego e Travanca do Mondego,613,61313,61313001,1,8,108,6131300108,11,11,0,11,9,2,3,4,3,0,1,2,12,12,3,9,1,2,1,2,3,2,1,2,1,7,3,4,2,0,3,2,1757.939702,76030.49711
Coimbra,Penacova,Oliveira do Mondego e Travanca do Mondego,613,61313,61313001,1,9,109,6131300109,14,14,0,14,7,7,5,3,5,0,1,2,14,14,6,8,2,3,6,0,6,6,0,3,0,9,6,3,0,0,4,5,1489.808113,39152.28615
Coimbra,Penacova,Penacova,613,61307,61307002,2,38,238,6130700238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8904.310901,2229637.213
Coimbra,Penacova,Penacova,613,61307,61307003,3,25,325,6130700325,6,6,0,6,6,0,0,3,1,2,0,2,6,6,3,3,1,2,2,0,3,2,1,2,1,7,3,4,2,0,4,1,3070.619882,297948.8525
Coimbra,Penacova,Penacova,613,61307,61307003,3,26,326,6130700326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437.786602,121500.0988
Coimbra,Penacova,Penacova,613,61307,61307003,3,27,327,6130700327,5,5,0,5,3,2,0,3,2,0,0,2,5,5,2,3,0,1,2,0,2,2,0,1,0,3,1,2,0,0,2,1,1074.062434,24782.25736
Coimbra,Penacova,Friúmes e Paradela,613,61312,61312001,1,8,108,6131200108,8,8,0,8,7,1,2,4,2,0,0,1,8,8,6,2,3,5,6,0,6,4,2,5,2,14,8,6,1,1,8,4,4201.694199,581198.0694
Coimbra,Penacova,Lorvão,613,61304,61304002,2,32,232,6130400232,14,14,0,14,13,1,6,2,4,2,0,3,14,14,8,6,2,6,6,1,8,5,3,6,3,18,8,10,2,4,4,8,5017.81708,585532.5939
Coimbra,Penacova,Penacova,613,61307,61307001,1,12,112,6130700112,20,16,4,20,9,11,0,6,12,1,1,3,55,55,47,8,18,39,37,8,47,18,29,42,28,133,67,66,23,23,76,11,1765.570366,64563.55721
Coimbra,Penacova,Friúmes e Paradela,613,61312,61312001,1,9,109,6131200109,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,2,0,2,0,1,1,0,2881.89962,234892.6688
Coimbra,Penacova,Lorvão,613,61304,61304001,1,26,126,6130400126,58,56,2,58,51,7,3,31,18,5,1,2,75,75,50,25,6,29,44,2,50,27,23,38,16,117,56,61,5,17,55,40,2799.967262,273644.8738
Coimbra,Penacova,Penacova,613,61307,61307003,3,35,335,6130700335,6,6,0,6,1,5,0,1,3,2,0,1,6,6,6,0,1,4,5,1,6,4,2,4,1,12,4,8,2,0,6,4,683.2241002,13454.68982
Coimbra,Penacova,Penacova,613,61307,61307003,3,36,336,6130700336,25,25,0,25,12,13,0,14,5,5,1,14,25,25,16,9,6,8,13,3,16,10,6,15,7,43,21,22,4,6,19,14,862.3991197,28882.98659
Coimbra,Penacova,Penacova,613,61307,61307002,2,41,241,6130700241,25,25,0,25,21,4,1,12,9,2,1,4,25,25,15,10,2,9,13,1,15,9,6,10,3,34,15,19,1,5,14,14,853.1943343,39455.8626
Coimbra,Penacova,Oliveira do Mondego e Travanca do Mondego,613,61314,61314001,1,25,125,6131400125,9,9,0,9,6,3,0,4,2,0,3,4,9,9,9,0,7,9,5,2,9,7,2,6,3,17,8,9,1,2,6,8,1547.268146,43871.33317
Coimbra,Penacova,Friúmes e Paradela,613,61312,61312001,1,13,113,6131200113,40,40,0,40,40,0,17,21,2,0,0,5,41,41,14,27,4,10,14,0,14,13,1,8,0,23,13,10,0,0,9,14,3015.597401,214813.4222
Coimbra,Penacova,Friúmes e Paradela,613,61312,61312001,1,14,114,6131200114,16,16,0,16,16,0,5,9,2,0,0,3,16,16,7,9,3,6,6,0,7,4,3,4,0,15,9,6,0,0,9,6,3658.817007,615866.688
Coimbra,Penacova,Penacova,613,61307,61307001,1,21,121,6130700121,13,8,5,12,3,10,0,9,4,0,0,6,36,36,27,9,4,5,13,7,27,20,7,15,8,51,22,29,9,4,21,17,1443.781551,72336.5598
Coimbra,Penacova,Penacova,613,61307,61307003,3,37,337,6130700337,23,23,0,23,7,16,0,10,8,5,0,3,23,23,16,7,5,13,14,2,16,12,4,12,3,33,16,17,0,3,21,9,588.9650905,16269.62596
Coimbra,Penacova,Penacova,613,61307,61307003,3,38,338,6130700338,8,8,0,8,4,4,0,5,2,1,0,2,9,9,5,4,0,2,4,1,5,4,1,1,0,7,4,3,0,0,4,3,1158.903892,48030.05406
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,613,61312,61312001,1,15,115,6131200115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7861.701534,1025714.882
Coimbra,Penacova,Friúmes e Paradela,613,61312,61312001,1,26,126,6131200126,30,30,0,30,29,1,14,7,3,5,1,0,30,30,14,16,6,7,12,0,14,9,5,11,3,31,16,15,2,2,16,11,2313.733645,207144.6041
Coimbra,Vila Nova de Poiares,Poiares (Santo André),613,61307,61307003,3,16,316,6130700316,25,25,0,25,24,1,7,9,7,2,0,14,25,25,12,13,7,7,12,0,12,9,3,9,2,28,13,15,3,1,9,15,2787.09112,299011.5098
